doi,annee,titre,revue,citations,decision,motif,confiance,resume_present,preprint,source
10.1186/1471-2180-1-20,2001.0,Utilization of tmRNA sequences for bacterial identification,BMC Microbiology,60,exclude,"Technical tmRNA/FISH bacterial identification method, not host-hybrid microbiota study; molecular hybridization sense excluded",0.97,True,False,s2
10.5817/cpr2025-2-14,2026.0,Psychrotolerant enterobacters inhabiting the gut of Antarctic fishes of the family Nototheniidae and description of Enterobacter hoffmannii subsp. nototheniae subsp. nov.,Czech Polar Reports,1,exclude,"Taxonomic description of new Enterobacter species in Antarctic fish gut, no hybridization or host genetics link",0.96,True,False,s2
10.11606/t.42.2009.tde-09022010-122205,2009.0,Diversidade de bactérias em amostras de água do mar no canal de São Sebastião,,1,exclude,"Free seawater bacterioplankton diversity study, no host organism or hybridization context",0.98,True,False,s2
10.1590/1807-3107bor-2016.vol30.0087,2016.0,Longitudinal study on clinical and microbial analysis of periodontal status in pregnancy.,Brazilian Oral Research,15,exclude,"Human periodontal microbiome using FISH probe technique, no animal/plant hybridization or host genetics link",0.98,True,False,s2
10.1093/ecco-jcc/jjae190.0363,2025.0,P0189 Microbial and Molecular Profiling of the appendix of pediatric patients with inflammatory bowel diseases,Journal of Crohn's & Colitis,0,exclude,"Human pediatric IBD appendix microbiome study, clinical, unrelated to hybridization or host genetics",0.97,True,False,s2
10.1002/ps.8571,2024.0,Symbiotic bacteria play crucial roles in a herbivorous mite host suitability.,Pest Management Science,1,exclude,"Herbivorous mite host-plant suitability study, no hybridization/hybrid zone, uses FISH not host hybrid microbiome context",0.95,True,False,s2
10.3390/w17223208,2025.0,Sustainable Polyculture of Hybrid Yellow Catfish (Pelteobagrus fulvidraco ♀ × P. vachelli ♂) and Chinese Olive Mussel (Solenaia oleivora) Enhances Water Quality and Modulates Bacterial Community Assembly in Pond Ecosystems,Water,0,exclude,"Aquaculture polyculture water quality/growth study, pond bacterial community, no natural hybridization zone or host-microbiome genetics",0.96,True,False,s2
10.1016/j.jep.2022.115919,2022.0,Gegen Qinlian decoction activates AhR/IL-22 to repair intestinal barrier by modulating gut microbiota-related tryptophan metabolism in ulcerative colitis mice.,Journal of Ethnopharmacology,95,exclude,"Mouse UC drug study on gut microbiota-tryptophan metabolism, unrelated to hybridization or host genetics",0.98,True,False,s2
10.1093/ismejo/wrag076,2026.0,Unique microbial communities and phylosymbiosis signals in herpetofauna,The ISME Journal,0,exclude,"Phylosymbiosis meta-analysis across herpetofauna species/body sites, not hybrid zones or host genotype-microbiome heritability",0.88,True,False,s2
10.1016/j.ygeno.2023.110629,2023.0,Intestinal epigenotype of Atlantic salmon (Salmo salar) associates with tenacibaculosis and gut microbiota composition.,Genomics,12,exclude,"Aquaculture disease/epigenetics study in salmon, no hybridization or host genotype-microbiota ancestry framework",0.93,True,False,s2
10.1371/journal.pone.0192164,2018.0,The bacterial community associated with the sheep gastrointestinal nematode parasite Haemonchus contortus,PLoS ONE,47,exclude,"Parasite microbiote study, no hybridization zone, no host genetic ancestry comparison; unrelated to review scope",0.95,True,False,s2
10.1186/s12866-025-03845-4,2025.0,Bacterial translocation and gut microbiome imbalance in an experimental infection model of legionellosis in guinea pigs,BMC Microbiology,3,exclude,"Clinical infection model in guinea pigs, no hybridization or host genetics, uses FISH probes not organismal hybrids",0.97,True,False,s2
10.1016/j.fsi.2025.110705,2025.0,Lipid Metabolism and Immune Crosstalk in Fish Gut-Liver Axis: Insights from SOCS8 Knockout and Dietary Stress Models.,Fish and Shellfish Immunology,4,exclude,"Aquaculture disease/immunometabolic model study, no hybridization or host-microbiota genetic association addressed",0.95,True,False,s2
10.1016/j.fsi.2025.110500,2025.0,"Sodium butyrate promoted the skin wound healing in turbot,Scophthalmus maximus L.",Fish and Shellfish Immunology,4,exclude,"Aquaculture dietary supplement study on wound healing, no hybridization or host genetics question",0.97,True,False,s2
10.1101/2025.09.30.679663,2026.0,Micro-scale spatial metagenomics: revealing high-resolution spatial biogeography of gut microbiomes,bioRxiv,3,exclude,"Chicken gut methodological metagenomics study, no hybridization zone, no host genetics/ancestry link",0.96,True,True,s2
10.1016/j.envpol.2025.127344,2025.0,The threat is in the details - critical gap in ecotoxicological assessment of Microcystis blooms revealed by critical distinctions of genotype effects induced on Medaka fish.,Environmental Pollution,2,exclude,"Ecotoxicology of cyanotoxins on Medaka gut microbiota; no hybridization, host genetics, or hybrid zone context",0.96,True,False,s2
10.1128/aem.00789-20,2020.0,Fish Skin and Gut Microbiomes Show Contrasting Signatures of Host Species and Habitat,Applied and Environmental Microbiology,116,exclude,"Compares species/habitat effects across tissues in wild fish, but no hybridization or host genetic ancestry component",0.85,True,False,s2
10.1371/journal.pone.0147321,2016.0,Alterations of the Ileal and Colonic Mucosal Microbiota in Canine Chronic Enteropathies,PLoS ONE,65,exclude,"Canine clinical gut microbiota study using FISH; no hybridization zone, host genetics, or hybrid comparison",0.97,True,False,s2
10.1111/jwas.70036,2025.0,Commercial probiotics enhance growth and immunity of white shrimp (Litopenaeus vannamei) and resistence to infection by Vibrio parahaemolyticus,Journal of the World Aquaculture Society,3,exclude,"Aquaculture probiotic study on shrimp growth/immunity, no hybridization or evolutionary host-microbiome question",0.98,True,False,s2
10.1128/msystems.00331-19,2018.0,Highly Reproducible 16S Sequencing Facilitates Measurement of Host Genetic Influences on the Stickleback Gut Microbiome,mSystems,13,include,"Fish gut microbiome study testing host genetic line effects, relevant to heritability/host genetic control framing",0.7,True,False,s2
10.1002/aah.10174,2023.0,Cutaneous ulcerative lesions of unknown etiology affecting lionfish Pterois spp. in the Gulf of Mexico.,Journal of Aquatic Animal Health,1,exclude,"Disease pathology in invasive lionfish hybrids, not host genetics-microbiome hybridization zone study",0.93,True,False,s2
10.1186/s12864-016-2858-0,2016.0,Abstracts from the 3rd International Genomic Medicine Conference (3rd IGMC 2015),BMC Genomics,34,exclude,"Conference abstracts on human genomic medicine topics, unrelated to hybridization, microbiota, or host-microbe genetics",0.98,True,False,s2
10.1097/ju.0000000000000824.03,2020.0,PD04-03 THE IMPACT OF ANTIBIOTICS ON THE RENAL MICROBIOME,Journal of Urology,1,exclude,"Human renal microbiome and antibiotic study; unrelated to fish hybridization, no host genetics/hybrid zone context",0.98,True,False,s2
10.1038/srep11763,2015.0,Long noncoding RNA expression profiles in gut tissues constitute molecular signatures that reflect the types of microbes,Scientific Reports,91,exclude,"Mouse gnotobiotic lncRNA study, no hybridization zone, no host genetic-microbiome hybrid comparison",0.95,True,False,s2
10.1186/s12864-024-10674-8,2024.0,Transcriptomics and gut microbiome analysis of the edible herb Bidens pilosa as a functional feed additive to promote growth and metabolism in tilapia (Oreochromis spp.),BMC Genomics,11,exclude,"Aquaculture feed additive study on tilapia growth/microbiome, no hybridization or host genetics evolutionary question",0.97,True,False,s2
10.3389/fmars.2024.1378735,2024.0,A comparative analysis of growth and nutritional quality of the hybrid grouper (Epinephelus fuscoguttatus ♀ × Epinephelus lanceolatus ♂) in a simulated pond system and a recirculating aquaculture system,Frontiers in Marine Science,6,exclude,"Aquaculture production study of hybrid grouper, growth/nutrition focus, no evolutionary host-microbiota question",0.97,True,False,s2
10.1158/0008-5472.can-25-3400,2026.0,Intratumoral P. copri Reprograms MARCO+ Tumor-Associated Macrophages by Depleting Glycerophosphocholine to Drive Colorectal Cancer Progression.,Cancer Research,2,exclude,"Human colorectal cancer microbiome study, no hybridization, no host genetics/hybrid zone context",0.98,True,False,s2
10.1080/19490976.2024.2350156,2024.0,Biofilms and core pathogens shape the tumor microenvironment and immune phenotype in colorectal cancer,Gut microbes,26,exclude,"Human colorectal cancer microbiome study, uses FISH technique, unrelated to hybridization or host genetics/hybrids",0.98,True,False,s2
10.1038/s41598-026-64457-0,2026.0,Biocomputational exploration of intestinal keystone taxa and digesta versus mucus-associated markers in intensively reared hybrid African catfish (Clarias gariepinus × Heterobranchus longifilis),Scientific Reports,0,exclude,"Aquaculture probiotic/compartment study on farmed hybrid catfish, no wild hybrid zone or host genetics link",0.9,True,False,s2
10.3791/62779,2021.0,An Intestinal Gut Organ Culture System for Analyzing Host-Microbiota Interactions.,Journal of Visualized Experiments,4,exclude,"Méthode de culture d'organe intestinal chez souris/humain, sans hybridation, zone d'hybridation ni génétique de l'hôte",0.96,True,False,s2
10.1016/j.aqrep.2020.100456,2020.0,Enteritis in hybrid sturgeon (Acipenser schrenckii♂ × Acipenser baeri♀) caused by intestinal microbiota disorder,Aquaculture Reports,12,exclude,"Aquaculture disease study of cultured hybrid sturgeon, no wild hybridization zone or host genetic control question",0.93,True,False,s2
10.1245/s10434-024-16288-4,2025.0,The Relationship Between Gut Microbiome Bifidobacterium and Anti-tumor Immune Responses in Esophageal Squamous Cell Carcinoma,Annals of Surgical Oncology,3,exclude,"Human clinical cancer microbiome study, unrelated to hybridization or host genetics/hybrid zones",0.98,True,False,s2
10.1158/0008-5472.can-20-2983,2021.0,Diet alters entero-mammary signaling to regulate the breast microbiome and tumorigenesis,Cancer Research,81,exclude,"Human breast cancer/diet-microbiome study, no hybridization or host genetics context",0.98,True,False,s2
10.1155/anu/1003936,2026.0,From Brewery Waste to Sustainable Aquafeed: Harnessing Nannochloropsis Microalgae for Fishmeal‐Free Gilthead Sea Bream Diets,Aquaculture Nutrition,0,exclude,"Aquaculture feeding study, no hybridization or host genetic-microbiota question, applied fish diet research",0.97,True,False,s2
10.3791/62646,2021.0,"Visualization of Gut Microbiota-host Interactions via Fluorescence In Situ Hybridization, Lectin Staining, and Imaging.",Journal of Visualized Experiments,8,exclude,"FISH microscopy technique paper, molecular hybridization method, not host hybrid zone or genetic ancestry microbiome study",0.97,True,False,s2
10.1161/str.51.suppl_1.108,2020.0,Abstract 108: Sex Differences in Stroke-induced Lymphocyte Responses in the Gut Epithelia,Stroke,0,exclude,"Mouse stroke gut immunology study, no hybridization zone, no host genetic ancestry-microbiome link",0.98,True,False,s2
10.1186/s40793-026-00851-5,2026.0,Dietary rayon microfibers differentially reshape rearing water and host associated microbiomes of farmed European sea bass (Dicentrarchus labrax),Environmental Microbiome,0,exclude,"Aquaculture microplastic diet study, no hybridization, no host genetics-microbiome link relevant to review",0.95,True,False,s2
10.1002/fsn3.3946,2024.0,Anti‐inflammatory effects of bay laurel (Laurus nobilis L.) towards the gut microbiome in dextran sodium sulfate induced colitis animal models,Food Science & Nutrition,11,exclude,"Rat colitis/gut microbiome diet study using FISH; no hybridization zone, no host genetics, clinical/animal model unrelated to fish hybrids",0.97,True,False,s2
10.1038/s41467-022-30849-9,2022.0,Disentangling the genetic basis of rhizosphere microbiome assembly in tomato,Nature Communications,181,exclude,"Tomato QTL rhizosphere study: crop breeding trait, not hybridization zone or animal/plant hybrid vs parental comparison",0.85,True,False,openalex
10.1371/journal.pbio.3001417,2021.0,The microbiome impacts host hybridization and speciation,PLoS Biology,27,include,"Synthèse holobionte/hybridation-spéciation, cadre conceptuel directement pertinent pour cadrage de l'article",0.85,True,False,openalex
,2006.0,Metabolomics of a superorganism,Research Explorer (The University of Manchester),239,exclude,"Human metabolomics/superorganism concept paper, clinical human microbiome, no hybridization or host genetics link",0.95,True,False,openalex
10.1111/2041-210x.14279,2024.0,A conceptual framework for host‐associated microbiomes of hybrid organisms,Methods in Ecology and Evolution,3,include,Conceptual framework for hybrid host microbiomes; directly frames intermediate/transgressive dominance models and holobiont theory,0.95,True,False,openalex
